Canton;Type of holder;Vehicle group / type;Fuel;TIME_PERIOD;OBS_VALUE
Bern;Legal entity;Passenger car;Diesel: conventional;2019;31114
Bern;Legal entity;Passenger car;Diesel: conventional;2018;32362
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;98
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2023;116
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;129
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2021;145
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2020;180
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2019;178
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2018;180
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2017;185
Basel-Stadt;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;179
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;260
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;206
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;162
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;116
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;55
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;34
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;29
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;20
Obwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;8
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2024;526
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2023;407
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2022;298
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2021;166
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2020;86
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2019;58
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2018;37
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2017;22
Glarus;Natural person;Passenger car;Battery electric vehicle (BEV);2016;19
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;205
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;132
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;90
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;61
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;42
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;31
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;557
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;454
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;344
Valais;Legal entity;Passenger car;Diesel: conventional;2023;9755
Valais;Legal entity;Passenger car;Diesel: conventional;2022;9713
Valais;Legal entity;Passenger car;Diesel: conventional;2021;10177
Valais;Legal entity;Passenger car;Diesel: conventional;2020;10283
Valais;Legal entity;Passenger car;Diesel: conventional;2019;9942
Valais;Legal entity;Passenger car;Diesel: conventional;2018;10251
Valais;Legal entity;Passenger car;Diesel: conventional;2017;8797
Valais;Legal entity;Passenger car;Diesel: conventional;2016;8472
Valais;Legal entity;Passenger car;Diesel: conventional;2025;9067
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2016;6706
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2025;4816
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2024;5151
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2023;5416
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2022;5168
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2021;5838
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2020;6075
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2019;5821
Basel-Stadt;Legal entity;Passenger car;Petrol: conventional;2018;6312
No data/unknown;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;1
No data/unknown;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;7
Jura;Legal entity;Passenger car;Diesel: conventional;2023;1772
Jura;Legal entity;Passenger car;Diesel: conventional;2022;1759
Jura;Legal entity;Passenger car;Diesel: conventional;2021;1893
Jura;Legal entity;Passenger car;Diesel: conventional;2020;1933
Jura;Legal entity;Passenger car;Diesel: conventional;2019;1903
Jura;Legal entity;Passenger car;Diesel: conventional;2018;1974
Jura;Legal entity;Passenger car;Diesel: conventional;2017;1715
Jura;Legal entity;Passenger car;Diesel: conventional;2016;1648
Jura;Legal entity;Passenger car;Diesel: conventional;2025;1613
Nidwalden;Natural person;Passenger car;Petrol: conventional;2016;15942
Nidwalden;Natural person;Passenger car;Petrol: conventional;2025;14617
Nidwalden;Natural person;Passenger car;Petrol: conventional;2024;14942
Nidwalden;Natural person;Passenger car;Petrol: conventional;2023;15238
Nidwalden;Natural person;Passenger car;Petrol: conventional;2022;15424
Nidwalden;Natural person;Passenger car;Petrol: conventional;2021;15678
Nidwalden;Natural person;Passenger car;Petrol: conventional;2020;15786
Nidwalden;Natural person;Passenger car;Petrol: conventional;2019;15304
Nidwalden;Natural person;Passenger car;Petrol: conventional;2018;15859
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;23
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;234
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;179
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;140
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;101
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;80
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;50
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;34
Appenzell Ausserrhoden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;26
Jura;Legal entity;Passenger car;Other;2016;4
Jura;Legal entity;Passenger car;Other;2025;2
Jura;Legal entity;Passenger car;Other;2024;1
Jura;Legal entity;Passenger car;Other;2023;1
Jura;Legal entity;Passenger car;Other;2022;1
Jura;Legal entity;Passenger car;Other;2021;2
Jura;Legal entity;Passenger car;Other;2020;1
Jura;Legal entity;Passenger car;Other;2019;1
Jura;Legal entity;Passenger car;Other;2018;1
No data/unknown;Natural person;Passenger car;Battery electric vehicle (BEV);2022;8
No data/unknown;Natural person;Passenger car;Battery electric vehicle (BEV);2024;8
No data/unknown;Legal entity;Passenger car;Other;2022;3
No data/unknown;Legal entity;Passenger car;Other;2024;3
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;4459
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;3878
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;2760
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;2643
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;1636
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;892
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;832
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;847
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;810
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;3673
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;2227
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;1678
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;1067
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;623
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;406
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;278
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;203
Vaud;Legal entity;Passenger car;Battery electric vehicle (BEV);2025;5814
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2016;27
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;27
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2024;28
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2023;26
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2022;28
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2021;30
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2020;28
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2019;27
Nidwalden;Natural person;Passenger car;Gas (mono- and bi-fuel);2018;29
Appenzell Ausserrhoden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;2
Appenzell Ausserrhoden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;1
Appenzell Ausserrhoden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2018;1
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;8
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;11
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;12
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;11
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;10
Lucerne;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2020;4
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;62
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2023;77
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;81
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2021;80
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2020;91
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2019;97
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2018;103
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2017;111
Thurgau;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;118
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;30
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;20
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;15
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;11
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;3
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;2
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;3
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;4
Basel-Stadt;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;3
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;1842
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;1530
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;1128
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;878
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;491
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;301
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;237
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;145
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;82
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2016;164
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2025;4128
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2024;3267
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2023;2502
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2022;1815
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2021;1145
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2020;716
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2019;458
Schwyz;Natural person;Passenger car;Battery electric vehicle (BEV);2018;290
Schaffhausen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2022;1
Schaffhausen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;1
Schaffhausen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
St. Gallen;Legal entity;Passenger car;Other;2016;30
St. Gallen;Legal entity;Passenger car;Other;2025;9
St. Gallen;Legal entity;Passenger car;Other;2024;11
St. Gallen;Legal entity;Passenger car;Other;2023;13
St. Gallen;Legal entity;Passenger car;Other;2022;16
St. Gallen;Legal entity;Passenger car;Other;2021;24
St. Gallen;Legal entity;Passenger car;Other;2020;25
St. Gallen;Legal entity;Passenger car;Other;2019;27
St. Gallen;Legal entity;Passenger car;Other;2018;32
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2023;670
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2022;692
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2021;693
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2020;736
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2019;710
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2018;733
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2017;736
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2016;702
Aargau;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;649
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1773
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;1363
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;883
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;619
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;307
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;171
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;76
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;52
Aargau;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;53
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;5275
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;4119
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;3239
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;2310
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;1552
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;1192
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;1015
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;948
Neuchâtel;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;837
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;1875
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;1438
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;804
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;574
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;313
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;180
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;111
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;101
Fribourg;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;77
Zug;Natural person;Passenger car;Diesel: conventional;2024;15150
Zug;Natural person;Passenger car;Diesel: conventional;2023;16067
Zug;Natural person;Passenger car;Diesel: conventional;2022;17474
Zug;Natural person;Passenger car;Diesel: conventional;2021;17554
Zug;Natural person;Passenger car;Diesel: conventional;2020;18026
Zug;Natural person;Passenger car;Diesel: conventional;2019;17661
Zug;Natural person;Passenger car;Diesel: conventional;2018;17938
